LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,GY
1670855235.168312,1249709.667,5663,3,GY,1,100,0.092
1670855235.207870,1249748.000,5663,3,GY,1,100,0.122
1670855235.247083,1249786.000,5680,2,GY,1,100,0.122
1670855235.286297,1249824.000,5680,2,GY,1,100,0.122
1670855235.325855,1249862.333,5696,3,GY,1,100,0.153
1670855235.365413,1249900.667,5696,3,GY,1,100,0.153
1670855235.404970,1249939.000,5696,3,GY,1,100,0.153
1670855235.444872,1249977.667,5714,3,GY,1,100,0.153
1670855235.484774,1250016.333,5714,3,GY,1,100,0.122
1670855235.524676,1250055.000,5714,3,GY,1,100,0.153
1670855235.564921,1250094.000,5730,2,GY,1,100,0.153
1670855235.605167,1250133.000,5730,2,GY,1,100,0.122
1670855235.645069,1250171.667,5745,3,GY,1,100,0.153
1670855235.684971,1250210.333,5745,3,GY,1,100,0.153
1670855235.724872,1250249.000,5745,3,GY,1,100,0.153
1670855235.764602,1250287.500,5764,2,GY,1,100,0.092
1670855235.804332,1250326.000,5764,2,GY,1,100,0.153
1670855235.848017,1250368.333,5781,3,GY,1,100,0.153
1670855235.891703,1250410.667,5781,3,GY,1,100,0.122
1670855235.935388,1250453.000,5781,3,GY,1,100,0.153
1670855235.976322,1250492.667,5797,3,GY,1,100,0.122
1670855236.017256,1250532.333,5797,3,GY,1,100,0.153
1670855236.058189,1250572.000,5797,3,GY,1,100,0.183
1670855236.098435,1250611.000,5818,2,GY,1,100,0.153
1670855236.138681,1250650.000,5818,2,GY,1,100,0.122
1670855236.178583,1250688.667,5832,3,GY,1,100,0.122
1670855236.218484,1250727.333,5832,3,GY,1,100,0.122
1670855236.258386,1250766.000,5832,3,GY,1,100,0.122
1670855236.298288,1250804.667,5849,3,GY,1,100,0.183
1670855236.338190,1250843.333,5849,3,GY,1,100,0.183
1670855236.378091,1250882.000,5849,3,GY,1,100,0.153
1670855236.417821,1250920.500,5866,2,GY,1,100,0.122
1670855236.457551,1250959.000,5866,2,GY,1,100,0.153
1670855236.496764,1250997.000,5883,3,GY,1,100,0.122
1670855236.535978,1251035.000,5883,3,GY,1,100,0.153
1670855236.575192,1251073.000,5883,3,GY,1,100,0.122
1670855236.616126,1251112.667,5899,3,GY,1,100,0.122
