LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,GX
1670855228.258088,1243013.333,4564,3,GX,1,100,0.061
1670855228.297990,1243052.000,4564,3,GX,1,100,0.061
1670855228.338752,1243091.500,4578,2,GX,1,100,0.092
1670855228.379513,1243131.000,4578,2,GX,1,100,0.061
1670855228.419071,1243169.333,4599,3,GX,1,100,0.031
1670855228.458629,1243207.667,4599,3,GX,1,100,0.061
1670855228.498187,1243246.000,4599,3,GX,1,100,0.092
1670855228.538088,1243284.667,4615,3,GX,1,100,0.061
1670855228.577990,1243323.333,4615,3,GX,1,100,0.031
1670855228.617892,1243362.000,4615,3,GX,1,100,0.061
1670855228.658138,1243401.000,4632,2,GX,1,100,0.061
1670855228.698383,1243440.000,4632,2,GX,1,100,0.061
1670855228.738285,1243478.667,4648,3,GX,1,100,0.031
1670855228.778187,1243517.333,4648,3,GX,1,100,0.061
1670855228.818088,1243556.000,4648,3,GX,1,100,0.092
1670855228.857818,1243594.500,4666,2,GX,1,100,0.092
1670855228.897548,1243633.000,4666,2,GX,1,100,0.122
1670855228.942953,1243677.000,4682,3,GX,1,100,0.092
1670855228.988359,1243721.000,4682,3,GX,1,100,0.092
1670855229.033764,1243765.000,4682,3,GX,1,100,0.061
1670855229.074010,1243804.000,4700,2,GX,1,100,0.061
1670855229.114256,1243843.000,4700,2,GX,1,100,0.061
1670855229.155189,1243882.667,4716,3,GX,1,100,0.092
1670855229.196123,1243922.333,4716,3,GX,1,100,0.061
1670855229.237057,1243962.000,4716,3,GX,1,100,0.031
1670855229.276786,1244000.500,4731,2,GX,1,100,0.061
1670855229.316516,1244039.000,4731,2,GX,1,100,0.061
1670855229.356418,1244077.667,4748,3,GX,1,100,0.031
1670855229.396320,1244116.333,4748,3,GX,1,100,0.031
1670855229.436221,1244155.000,4748,3,GX,1,100,0.031
1670855229.475435,1244193.000,4765,3,GX,1,100,0.061
1670855229.514649,1244231.000,4765,3,GX,1,100,0.061
1670855229.553863,1244269.000,4765,3,GX,1,100,0.122
1670855229.594108,1244308.000,4781,2,GX,1,100,0.092
1670855229.634354,1244347.000,4781,2,GX,1,100,0.061
1670855229.674256,1244385.667,4797,3,GX,1,100,0.061
1670855229.714158,1244424.333,4797,3,GX,1,100,0.122
1670855229.754059,1244463.000,4797,3,GX,1,100,0.061
1670855229.794821,1244502.500,4815,2,GX,1,100,0.031
1670855229.835583,1244542.000,4815,2,GX,1,100,0.031
1670855229.875484,1244580.667,4832,3,GX,1,100,0.061
1670855229.915386,1244619.333,4832,3,GX,1,100,0.061
1670855229.955288,1244658.000,4832,3,GX,1,100,0.031
1670855229.995190,1244696.667,4851,3,GX,1,100,0.122
1670855230.035091,1244735.333,4851,3,GX,1,100,0.061
1670855230.074993,1244774.000,4851,3,GX,1,100,0.031
1670855230.121946,1244819.500,4869,2,GX,1,100,0.092
1670855230.168900,1244865.000,4869,2,GX,1,100,0.092
1670855230.208629,1244903.500,4883,2,GX,1,100,0.061
1670855230.248359,1244942.000,4883,2,GX,1,100,0.061
1670855230.287917,1244980.333,4900,3,GX,1,100,0.031
1670855230.327475,1245018.667,4900,3,GX,1,100,0.092
1670855230.367033,1245057.000,4900,3,GX,1,100,0.092
1670855230.406934,1245095.667,4917,3,GX,1,100,0.061
1670855230.446836,1245134.333,4917,3,GX,1,100,0.031
1670855230.486738,1245173.000,4917,3,GX,1,100,0.061
1670855230.527499,1245212.500,4934,2,GX,1,100,0.061
1670855230.568261,1245252.000,4934,2,GX,1,100,0.031
1670855230.609195,1245291.667,4950,3,GX,1,100,0.031
1670855230.650128,1245331.333,4950,3,GX,1,100,0.092
1670855230.691062,1245371.000,4950,3,GX,1,100,0.092
1670855230.730276,1245409.000,4966,2,GX,1,100,0.031
1670855230.769490,1245447.000,4966,2,GX,1,100,0.061
1670855230.809391,1245485.667,4984,3,GX,1,100,0.092
1670855230.849293,1245524.333,4984,3,GX,1,100,0.092
1670855230.889195,1245563.000,4984,3,GX,1,100,0.031
1670855230.928409,1245601.000,5001,3,GX,1,100,0.061
1670855230.967622,1245639.000,5001,3,GX,1,100,0.061
1670855231.006836,1245677.000,5001,3,GX,1,100,0.061
1670855231.046738,1245715.667,5018,3,GX,1,100,0.031
1670855231.086640,1245754.333,5018,3,GX,1,100,0.031
1670855231.126541,1245793.000,5018,3,GX,1,100,0.092
1670855231.167303,1245832.500,5033,2,GX,1,100,0.061
1670855231.208065,1245872.000,5033,2,GX,1,100,0.031
1670855231.255534,1245918.000,5049,2,GX,1,100,0.031
1670855231.303003,1245964.000,5049,2,GX,1,100,0.061
1670855231.342905,1246002.667,5066,3,GX,1,100,0.061
1670855231.382807,1246041.333,5066,3,GX,1,100,0.061
1670855231.422709,1246080.000,5066,3,GX,1,100,0.061
1670855231.462954,1246119.000,5086,3,GX,1,100,0.031
1670855231.503200,1246158.000,5086,3,GX,1,100,0.061
1670855231.543446,1246197.000,5086,3,GX,1,100,0.061
1670855231.583347,1246235.667,5103,3,GX,1,100,0.031
1670855231.623249,1246274.333,5103,3,GX,1,100,0.061
1670855231.663151,1246313.000,5103,3,GX,1,100,0.061
1670855231.703397,1246352.000,5118,2,GX,1,100,0.031
1670855231.743642,1246391.000,5118,2,GX,1,100,0.061
1670855231.782512,1246428.667,5137,3,GX,1,100,0.092
1670855231.821382,1246466.333,5137,3,GX,1,100,0.092
1670855231.860252,1246504.000,5137,3,GX,1,100,0.031
1670855231.899981,1246542.500,5153,2,GX,1,100,0.031
1670855231.939711,1246581.000,5153,2,GX,1,100,0.000
1670855231.980301,1246620.333,5170,3,GX,1,100,0.061
1670855232.020890,1246659.667,5170,3,GX,1,100,0.031
1670855232.061480,1246699.000,5170,3,GX,1,100,0.031
1670855232.102070,1246738.333,5187,3,GX,1,100,0.061
1670855232.142660,1246777.667,5187,3,GX,1,100,0.031
1670855232.183249,1246817.000,5187,3,GX,1,100,0.031
1670855232.223495,1246856.000,5202,2,GX,1,100,0.061
1670855232.263741,1246895.000,5202,2,GX,1,100,0.031
1670855232.303643,1246933.667,5218,3,GX,1,100,0.031
1670855232.343544,1246972.333,5218,3,GX,1,100,0.000
1670855232.383446,1247011.000,5218,3,GX,1,100,0.061
1670855232.429367,1247055.500,5236,2,GX,1,100,0.092
1670855232.475289,1247100.000,5236,2,GX,1,100,0.061
1670855232.515191,1247138.667,5252,3,GX,1,100,0.061
1670855232.555092,1247177.333,5252,3,GX,1,100,0.000
1670855232.594994,1247216.000,5252,3,GX,1,100,0.061
1670855232.634896,1247254.667,5269,3,GX,1,100,0.122
1670855232.674798,1247293.333,5269,3,GX,1,100,0.092
1670855232.714699,1247332.000,5269,3,GX,1,100,0.092
1670855232.754945,1247371.000,5284,2,GX,1,100,0.122
1670855232.795191,1247410.000,5284,2,GX,1,100,0.092
1670855232.834749,1247448.333,5303,3,GX,1,100,0.061
1670855232.874306,1247486.667,5303,3,GX,1,100,0.061
1670855232.913864,1247525.000,5303,3,GX,1,100,0.061
1670855232.953078,1247563.000,5319,2,GX,1,100,0.092
1670855232.992291,1247601.000,5319,2,GX,1,100,0.031
1670855233.031849,1247639.333,5345,6,GX,1,100,0.092
1670855233.071407,1247677.667,5345,6,GX,1,100,0.092
1670855233.110965,1247716.000,5345,6,GX,1,100,0.061
1670855233.150522,1247754.333,5345,6,GX,1,100,0.092
1670855233.190080,1247792.667,5345,6,GX,1,100,0.092
1670855233.229638,1247831.000,5345,6,GX,1,100,0.061
1670855233.268852,1247869.000,5360,2,GX,1,100,0.031
1670855233.308065,1247907.000,5360,2,GX,1,100,0.061
1670855233.347967,1247945.667,5378,3,GX,1,100,0.031
1670855233.387869,1247984.333,5378,3,GX,1,100,0.031
1670855233.427771,1248023.000,5378,3,GX,1,100,0.092
1670855233.468016,1248062.000,5394,2,GX,1,100,0.061
1670855233.508262,1248101.000,5394,2,GX,1,100,0.061
1670855233.552980,1248144.333,5411,3,GX,1,100,0.061
1670855233.597697,1248187.667,5411,3,GX,1,100,0.061
1670855233.642415,1248231.000,5411,3,GX,1,100,0.061
1670855233.682660,1248270.000,5425,2,GX,1,100,0.031
1670855233.722906,1248309.000,5425,2,GX,1,100,0.031
1670855233.762464,1248347.333,5445,3,GX,1,100,0.061
1670855233.802022,1248385.667,5445,3,GX,1,100,0.061
1670855233.841579,1248424.000,5445,3,GX,1,100,0.031
1670855233.881137,1248462.333,5461,3,GX,1,100,0.061
1670855233.920695,1248500.667,5461,3,GX,1,100,0.061
1670855233.960253,1248539.000,5461,3,GX,1,100,0.061
1670855233.999466,1248577.000,5478,2,GX,1,100,0.031
1670855234.038680,1248615.000,5478,2,GX,1,100,0.061
1670855234.078926,1248654.000,5495,3,GX,1,100,0.061
1670855234.119171,1248693.000,5495,3,GX,1,100,0.061
1670855234.159417,1248732.000,5495,3,GX,1,100,0.061
1670855234.199147,1248770.500,5510,2,GX,1,100,0.092
1670855234.238877,1248809.000,5510,2,GX,1,100,0.061
1670855234.278778,1248847.667,5526,3,GX,1,100,0.122
1670855234.318680,1248886.333,5526,3,GX,1,100,0.092
1670855234.358582,1248925.000,5526,3,GX,1,100,0.031
1670855234.397796,1248963.000,5544,3,GX,1,100,0.061
1670855234.437009,1249001.000,5544,3,GX,1,100,0.061
1670855234.476223,1249039.000,5544,3,GX,1,100,0.061
1670855234.516469,1249078.000,5560,2,GX,1,100,0.061
1670855234.556715,1249117.000,5560,2,GX,1,100,0.092
1670855234.596616,1249155.667,5576,3,GX,1,100,0.061
1670855234.636518,1249194.333,5576,3,GX,1,100,0.031
1670855234.676420,1249233.000,5576,3,GX,1,100,0.092
1670855234.722857,1249278.000,5595,2,GX,1,100,0.122
1670855234.769295,1249323.000,5595,2,GX,1,100,0.092
1670855234.809196,1249361.667,5614,3,GX,1,100,0.061
1670855234.849098,1249400.333,5614,3,GX,1,100,0.061
1670855234.889000,1249439.000,5614,3,GX,1,100,0.061
1670855234.928730,1249477.500,5630,2,GX,1,100,0.092
1670855234.968459,1249516.000,5630,2,GX,1,100,0.061
1670855235.008705,1249555.000,5648,3,GX,1,100,0.061
1670855235.048951,1249594.000,5648,3,GX,1,100,0.092
1670855235.089196,1249633.000,5648,3,GX,1,100,0.031
1670855235.128754,1249671.333,5662,3,GX,1,100,0.031
1670855235.168312,1249709.667,5662,3,GX,1,100,0.061
1670855235.207870,1249748.000,5662,3,GX,1,100,0.031
1670855235.247083,1249786.000,5679,2,GX,1,100,0.031
1670855235.286297,1249824.000,5679,2,GX,1,100,-0.031
1670855235.325855,1249862.333,5695,3,GX,1,100,0.000
1670855235.365413,1249900.667,5695,3,GX,1,100,0.092
1670855235.404970,1249939.000,5695,3,GX,1,100,0.092
1670855235.444872,1249977.667,5713,3,GX,1,100,0.061
1670855235.484774,1250016.333,5713,3,GX,1,100,0.031
1670855235.524676,1250055.000,5713,3,GX,1,100,0.031
1670855235.564921,1250094.000,5729,2,GX,1,100,0.031
1670855235.605167,1250133.000,5729,2,GX,1,100,0.061
1670855235.645069,1250171.667,5744,3,GX,1,100,0.061
1670855235.684971,1250210.333,5744,3,GX,1,100,0.092
1670855235.724872,1250249.000,5744,3,GX,1,100,0.061
1670855235.764602,1250287.500,5763,2,GX,1,100,0.031
1670855235.804332,1250326.000,5763,2,GX,1,100,0.031
1670855235.848017,1250368.333,5780,3,GX,1,100,0.061
1670855235.891703,1250410.667,5780,3,GX,1,100,0.061
1670855235.935388,1250453.000,5780,3,GX,1,100,0.061
1670855235.976322,1250492.667,5796,3,GX,1,100,0.031
1670855236.017256,1250532.333,5796,3,GX,1,100,0.000
1670855236.058189,1250572.000,5796,3,GX,1,100,0.031
1670855236.098435,1250611.000,5817,2,GX,1,100,0.061
1670855236.138681,1250650.000,5817,2,GX,1,100,0.092
1670855236.178583,1250688.667,5831,3,GX,1,100,0.092
1670855236.218484,1250727.333,5831,3,GX,1,100,0.061
1670855236.258386,1250766.000,5831,3,GX,1,100,0.092
1670855236.298288,1250804.667,5848,3,GX,1,100,0.061
1670855236.338190,1250843.333,5848,3,GX,1,100,0.061
1670855236.378091,1250882.000,5848,3,GX,1,100,0.061
1670855236.417821,1250920.500,5865,2,GX,1,100,0.000
1670855236.457551,1250959.000,5865,2,GX,1,100,0.061
1670855236.496764,1250997.000,5882,3,GX,1,100,0.061
1670855236.535978,1251035.000,5882,3,GX,1,100,0.031
1670855236.575192,1251073.000,5882,3,GX,1,100,0.061
1670855236.616126,1251112.667,5898,3,GX,1,100,0.031
1670855236.657059,1251152.333,5898,3,GX,1,100,0.092
1670855236.697993,1251192.000,5898,3,GX,1,100,0.061
1670855236.737723,1251230.500,5914,2,GX,1,100,0.031
1670855236.777452,1251269.000,5914,2,GX,1,100,0.092
1670855236.817354,1251307.667,5932,3,GX,1,100,0.061
1670855236.857256,1251346.333,5932,3,GX,1,100,0.061
1670855236.897158,1251385.000,5932,3,GX,1,100,0.092
1670855236.943595,1251430.000,5949,2,GX,1,100,0.092
1670855236.990032,1251475.000,5949,2,GX,1,100,0.061
1670855237.029934,1251513.667,5966,3,GX,1,100,0.061
1670855237.069836,1251552.333,5966,3,GX,1,100,-0.031
1670855237.109738,1251591.000,5966,3,GX,1,100,0.031
1670855237.149639,1251629.667,5983,3,GX,1,100,0.061
1670855237.189541,1251668.333,5983,3,GX,1,100,0.031
1670855237.229443,1251707.000,5983,3,GX,1,100,0.031
1670855237.269689,1251746.000,5997,2,GX,1,100,0.031
1670855237.309934,1251785.000,5997,2,GX,1,100,0.061
1670855237.349148,1251823.000,6015,3,GX,1,100,0.061
1670855237.388362,1251861.000,6015,3,GX,1,100,0.061
1670855237.427576,1251899.000,6015,3,GX,1,100,0.061
1670855237.468337,1251938.500,6031,2,GX,1,100,0.061
1670855237.509099,1251978.000,6031,2,GX,1,100,0.092
1670855237.549001,1252016.667,6048,3,GX,1,100,0.000
1670855237.588902,1252055.333,6048,3,GX,1,100,0.061
1670855237.628804,1252094.000,6048,3,GX,1,100,0.061
1670855237.669050,1252133.000,6066,2,GX,1,100,0.092
1670855237.709296,1252172.000,6066,2,GX,1,100,0.031
1670855237.749197,1252210.667,6085,3,GX,1,100,0.061
1670855237.789099,1252249.333,6085,3,GX,1,100,0.061
1670855237.829001,1252288.000,6085,3,GX,1,100,0.061
1670855237.868903,1252326.667,6101,3,GX,1,100,0.061
1670855237.908804,1252365.333,6101,3,GX,1,100,0.031
1670855237.948706,1252404.000,6101,3,GX,1,100,0.061
1670855237.987404,1252441.500,6118,2,GX,1,100,0.092
1670855238.026102,1252479.000,6118,2,GX,1,100,0.061
1670855238.070819,1252522.333,6135,3,GX,1,100,0.061
1670855238.115537,1252565.667,6135,3,GX,1,100,0.061
1670855238.160254,1252609.000,6135,3,GX,1,100,0.000
1670855238.200500,1252648.000,6150,2,GX,1,100,0.000
1670855238.240746,1252687.000,6150,2,GX,1,100,0.061
1670855238.281507,1252726.500,6171,4,GX,1,100,0.092
1670855238.322269,1252766.000,6171,4,GX,1,100,0.061
1670855238.363031,1252805.500,6171,4,GX,1,100,0.061
1670855238.403792,1252845.000,6171,4,GX,1,100,0.061
1670855238.443006,1252883.000,6188,2,GX,1,100,0.122
1670855238.482220,1252921.000,6188,2,GX,1,100,0.092
1670855238.522121,1252959.667,6204,3,GX,1,100,0.092
1670855238.562023,1252998.333,6204,3,GX,1,100,0.061
1670855238.601925,1253037.000,6204,3,GX,1,100,0.031
1670855238.641827,1253075.667,6221,3,GX,1,100,0.061
1670855238.681729,1253114.333,6221,3,GX,1,100,0.092
1670855238.721630,1253153.000,6221,3,GX,1,100,0.061
1670855238.761876,1253192.000,6240,2,GX,1,100,0.031
1670855238.802122,1253231.000,6240,2,GX,1,100,0.061
1670855238.842367,1253270.000,6255,3,GX,1,100,0.061
1670855238.882613,1253309.000,6255,3,GX,1,100,0.031
1670855238.922859,1253348.000,6255,3,GX,1,100,0.061
1670855238.963620,1253387.500,6271,2,GX,1,100,0.061
1670855239.004382,1253427.000,6271,2,GX,1,100,0.092
1670855239.044284,1253465.667,6289,3,GX,1,100,0.092
1670855239.084186,1253504.333,6289,3,GX,1,100,0.031
1670855239.124087,1253543.000,6289,3,GX,1,100,0.061
1670855239.171041,1253588.500,6308,2,GX,1,100,0.031
1670855239.217994,1253634.000,6308,2,GX,1,100,0.061
1670855239.257896,1253672.667,6324,3,GX,1,100,0.061
1670855239.297797,1253711.333,6324,3,GX,1,100,0.031
1670855239.337699,1253750.000,6324,3,GX,1,100,0.061
1670855239.377257,1253788.333,6340,3,GX,1,100,0.031
1670855239.416815,1253826.667,6340,3,GX,1,100,0.031
1670855239.456372,1253865.000,6340,3,GX,1,100,0.092
1670855239.495586,1253903.000,6357,2,GX,1,100,0.092
1670855239.534800,1253941.000,6357,2,GX,1,100,0.061
1670855239.574702,1253979.667,6373,3,GX,1,100,0.031
1670855239.614604,1254018.333,6373,3,GX,1,100,0.061
1670855239.654505,1254057.000,6373,3,GX,1,100,0.061
1670855239.695267,1254096.500,6391,2,GX,1,100,0.092
1670855239.736029,1254136.000,6391,2,GX,1,100,0.061
1670855239.776618,1254175.333,6407,3,GX,1,100,0.061
1670855239.817208,1254214.667,6407,3,GX,1,100,0.031
1670855239.857798,1254254.000,6407,3,GX,1,100,0.000
1670855239.897699,1254292.667,6424,3,GX,1,100,0.031
1670855239.937601,1254331.333,6424,3,GX,1,100,0.061
1670855239.977503,1254370.000,6424,3,GX,1,100,0.061
1670855240.017233,1254408.500,6440,2,GX,1,100,0.061
1670855240.056962,1254447.000,6440,2,GX,1,100,0.061
1670855240.096176,1254485.000,6458,3,GX,1,100,0.061
1670855240.135390,1254523.000,6458,3,GX,1,100,0.061
1670855240.174604,1254561.000,6458,3,GX,1,100,0.031
1670855240.214505,1254599.667,6474,3,GX,1,100,0.061
1670855240.254407,1254638.333,6474,3,GX,1,100,0.031
1670855240.294309,1254677.000,6474,3,GX,1,100,0.092
1670855240.342294,1254723.500,6489,2,GX,1,100,0.031
1670855240.390280,1254770.000,6489,2,GX,1,100,0.031
1670855240.430009,1254808.500,6506,2,GX,1,100,0.061
1670855240.469739,1254847.000,6506,2,GX,1,100,0.061
1670855240.510329,1254886.333,6523,3,GX,1,100,0.061
1670855240.550918,1254925.667,6523,3,GX,1,100,0.061
1670855240.591508,1254965.000,6523,3,GX,1,100,0.061
1670855240.632786,1255005.000,6539,2,GX,1,100,0.061
1670855240.674063,1255045.000,6539,2,GX,1,100,0.061
1670855240.713621,1255083.333,6558,3,GX,1,100,0.061
1670855240.753179,1255121.667,6558,3,GX,1,100,0.061
1670855240.792737,1255160.000,6558,3,GX,1,100,0.061
1670855240.832294,1255198.333,6576,3,GX,1,100,0.061
1670855240.871852,1255236.667,6576,3,GX,1,100,0.061
1670855240.911410,1255275.000,6576,3,GX,1,100,0.092
1670855240.950624,1255313.000,6593,2,GX,1,100,0.061
1670855240.989837,1255351.000,6593,2,GX,1,100,0.031
1670855241.029739,1255389.667,6610,3,GX,1,100,0.092
1670855241.069641,1255428.333,6610,3,GX,1,100,0.092
1670855241.109543,1255467.000,6610,3,GX,1,100,0.061
1670855241.150132,1255506.333,6627,3,GX,1,100,0.061
1670855241.190722,1255545.667,6627,3,GX,1,100,0.061
1670855241.231312,1255585.000,6627,3,GX,1,100,0.031
1670855241.272074,1255624.500,6641,2,GX,1,100,0.092
1670855241.312835,1255664.000,6641,2,GX,1,100,0.061
1670855241.352737,1255702.667,6659,3,GX,1,100,0.031
1670855241.392639,1255741.333,6659,3,GX,1,100,0.031
1670855241.432540,1255780.000,6659,3,GX,1,100,0.031
1670855241.478978,1255825.000,6675,2,GX,1,100,0.061
1670855241.525415,1255870.000,6675,2,GX,1,100,0.061
1670855241.564973,1255908.333,6692,3,GX,1,100,0.031
1670855241.604531,1255946.667,6692,3,GX,1,100,0.092
1670855241.644088,1255985.000,6692,3,GX,1,100,0.122
1670855241.684334,1256024.000,6707,2,GX,1,100,0.061
1670855241.724580,1256063.000,6707,2,GX,1,100,0.000
1670855241.764138,1256101.333,6726,3,GX,1,100,0.000
1670855241.803695,1256139.667,6726,3,GX,1,100,0.031
1670855241.843253,1256178.000,6726,3,GX,1,100,0.061
1670855241.882983,1256216.500,6742,2,GX,1,100,0.061
1670855241.922713,1256255.000,6742,2,GX,1,100,0.092
1670855241.962614,1256293.667,6759,3,GX,1,100,0.031
1670855242.002516,1256332.333,6759,3,GX,1,100,0.061
1670855242.042418,1256371.000,6759,3,GX,1,100,0.092
1670855242.082319,1256409.667,6776,3,GX,1,100,0.000
1670855242.122221,1256448.333,6776,3,GX,1,100,0.031
1670855242.162123,1256487.000,6776,3,GX,1,100,0.061
1670855242.202369,1256526.000,6791,2,GX,1,100,0.031
1670855242.242614,1256565.000,6791,2,GX,1,100,0.061
1670855242.282516,1256603.667,6810,3,GX,1,100,0.092
1670855242.322418,1256642.333,6810,3,GX,1,100,0.061
1670855242.362319,1256681.000,6810,3,GX,1,100,0.031
1670855242.401533,1256719.000,6828,3,GX,1,100,0.061
1670855242.440747,1256757.000,6828,3,GX,1,100,0.061
1670855242.479961,1256795.000,6828,3,GX,1,100,0.031
1670855242.519691,1256833.500,6844,2,GX,1,100,0.031
1670855242.559420,1256872.000,6844,2,GX,1,100,0.061
1670855242.604138,1256915.333,6861,3,GX,1,100,0.031
1670855242.648855,1256958.667,6861,3,GX,1,100,0.061
1670855242.693573,1257002.000,6861,3,GX,1,100,0.061
1670855242.733819,1257041.000,6876,2,GX,1,100,0.000
1670855242.774064,1257080.000,6876,2,GX,1,100,0.092
1670855242.813622,1257118.333,6895,3,GX,1,100,0.061
1670855242.853180,1257156.667,6895,3,GX,1,100,0.061
1670855242.892737,1257195.000,6895,3,GX,1,100,0.092
1670855242.931951,1257233.000,6911,2,GX,1,100,0.061
1670855242.971165,1257271.000,6911,2,GX,1,100,0.031
1670855243.010379,1257309.000,6929,3,GX,1,100,0.061
1670855243.049592,1257347.000,6929,3,GX,1,100,0.061
1670855243.088806,1257385.000,6929,3,GX,1,100,0.061
1670855243.129052,1257424.000,6944,3,GX,1,100,0.061
1670855243.169298,1257463.000,6944,3,GX,1,100,0.061
1670855243.209543,1257502.000,6944,3,GX,1,100,0.061
1670855243.249273,1257540.500,6960,2,GX,1,100,0.061
1670855243.289003,1257579.000,6960,2,GX,1,100,0.061
1670855243.328905,1257617.667,6977,3,GX,1,100,0.031
1670855243.368806,1257656.333,6977,3,GX,1,100,0.061
1670855243.408708,1257695.000,6977,3,GX,1,100,0.092
1670855243.448438,1257733.500,6994,2,GX,1,100,0.092
1670855243.488168,1257772.000,6994,2,GX,1,100,0.031
1670855243.527897,1257810.500,7016,6,GX,1,100,0.031
1670855243.567627,1257849.000,7016,6,GX,1,100,0.031
1670855243.607357,1257887.500,7016,6,GX,1,100,0.061
1670855243.647087,1257926.000,7016,6,GX,1,100,0.092
1670855243.686816,1257964.500,7016,6,GX,1,100,0.031
1670855243.726546,1258003.000,7016,6,GX,1,100,0.061
1670855243.771264,1258046.333,7037,3,GX,1,100,0.000
1670855243.815981,1258089.667,7037,3,GX,1,100,0.031
1670855243.860698,1258133.000,7037,3,GX,1,100,0.061
