LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,EM
1670855234.209724,1248780.750,5501,4,EM,1,100,2022-12-12_16-27-05-140907.csv
1670855234.261580,1248831.000,5501,4,EM,1,100,PS
1670855234.313434,1248881.250,5532,4,EM,1,100,RS
1670855234.365289,1248931.500,5532,4,EM,1,100,RB
1670855234.417145,1248981.750,5532,4,EM,1,100,2022-12-12_16-27-05-140907.csv
1670855234.469000,1249032.000,5532,4,EM,1,100,PS
1670855234.520855,1249082.250,5566,4,EM,1,100,RS
1670855234.572710,1249132.500,5566,4,EM,1,100,RB
1670855234.624565,1249182.750,5566,4,EM,1,100,2022-12-12_16-27-05-140907.csv
1670855234.676420,1249233.000,5566,4,EM,1,100,PS
1670855234.728275,1249283.250,5603,4,EM,1,100,RS
1670855234.780130,1249333.500,5603,4,EM,1,100,RB
1670855234.831985,1249383.750,5603,4,EM,1,100,2022-12-12_16-27-05-140907.csv
1670855234.883840,1249434.000,5603,4,EM,1,100,PS
1670855234.935695,1249484.250,5636,4,EM,1,100,RS
1670855234.987550,1249534.500,5636,4,EM,1,100,RB
1670855235.039405,1249584.750,5636,4,EM,1,100,2022-12-12_16-27-05-140907.csv
1670855235.091260,1249635.000,5636,4,EM,1,100,PS
1670855235.143115,1249685.250,5668,4,EM,1,100,RS
1670855235.194970,1249735.500,5668,4,EM,1,100,RB
1670855235.246825,1249785.750,5668,4,EM,1,100,2022-12-12_16-27-05-140907.csv
1670855235.298681,1249836.000,5668,4,EM,1,100,PS
1670855235.350536,1249886.250,5701,4,EM,1,100,RS
1670855235.402391,1249936.500,5701,4,EM,1,100,RB
1670855235.454246,1249986.750,5701,4,EM,1,100,2022-12-12_16-27-05-140907.csv
1670855235.506101,1250037.000,5701,4,EM,1,100,PS
1670855235.557956,1250087.250,5735,4,EM,1,100,RS
1670855235.609811,1250137.500,5735,4,EM,1,100,RB
1670855235.661666,1250187.750,5735,4,EM,1,100,2022-12-12_16-27-05-140907.csv
1670855235.713521,1250238.000,5735,4,EM,1,100,PS
1670855235.765376,1250288.250,5769,4,EM,1,100,RS
1670855235.817231,1250338.500,5769,4,EM,1,100,RB
1670855235.869086,1250388.750,5769,4,EM,1,100,2022-12-12_16-27-05-140907.csv
1670855235.920941,1250439.000,5769,4,EM,1,100,PS
1670855235.972796,1250489.250,5802,4,EM,1,100,RS
1670855236.024651,1250539.500,5802,4,EM,1,100,RB
1670855236.076506,1250589.750,5802,4,EM,1,100,2022-12-12_16-27-05-140907.csv
1670855236.128361,1250640.000,5802,4,EM,1,100,PS
1670855236.180217,1250690.250,5837,4,EM,1,100,RS
1670855236.232072,1250740.500,5837,4,EM,1,100,RB
1670855236.283926,1250790.750,5837,4,EM,1,100,2022-12-12_16-27-05-140907.csv
1670855236.335782,1250841.000,5837,4,EM,1,100,PS
1670855236.387637,1250891.250,5871,4,EM,1,100,RS
1670855236.439492,1250941.500,5871,4,EM,1,100,RB
1670855236.491347,1250991.750,5871,4,EM,1,100,2022-12-12_16-27-05-140907.csv
1670855236.543202,1251042.000,5871,4,EM,1,100,PS
1670855236.595057,1251092.250,5904,4,EM,1,100,RS
1670855236.646912,1251142.500,5904,4,EM,1,100,RB
1670855236.698767,1251192.750,5904,4,EM,1,100,2022-12-12_16-27-05-140907.csv
1670855236.750622,1251243.000,5904,4,EM,1,100,PS
1670855236.802477,1251293.250,5938,4,EM,1,100,RS
1670855236.854332,1251343.500,5938,4,EM,1,100,RB
1670855236.906187,1251393.750,5938,4,EM,1,100,2022-12-12_16-27-05-140907.csv
1670855236.958042,1251444.000,5938,4,EM,1,100,PS
1670855237.009897,1251494.250,5972,4,EM,1,100,RS
1670855237.061753,1251544.500,5972,4,EM,1,100,RB
1670855237.113607,1251594.750,5972,4,EM,1,100,2022-12-12_16-27-05-140907.csv
1670855237.165462,1251645.000,5972,4,EM,1,100,PS
1670855237.217318,1251695.250,6003,4,EM,1,100,RS
1670855237.269173,1251745.500,6003,4,EM,1,100,RB
1670855237.321028,1251795.750,6003,4,EM,1,100,2022-12-12_16-27-05-140907.csv
1670855237.372883,1251846.000,6003,4,EM,1,100,PS
1670855237.424738,1251896.250,6037,4,EM,1,100,RS
1670855237.476593,1251946.500,6037,4,EM,1,100,RB
1670855237.528448,1251996.750,6037,4,EM,1,100,2022-12-12_16-27-05-140907.csv
1670855237.580303,1252047.000,6037,4,EM,1,100,PS
1670855237.633190,1252098.250,6074,4,EM,1,100,RS
1670855237.686077,1252149.500,6074,4,EM,1,100,RB
1670855237.738964,1252200.750,6074,4,EM,1,100,2022-12-12_16-27-05-140907.csv
1670855237.791851,1252252.000,6074,4,EM,1,100,PS
1670855237.844996,1252303.500,6107,4,EM,1,100,RS
1670855237.898141,1252355.000,6107,4,EM,1,100,RB
1670855237.951286,1252406.500,6107,4,EM,1,100,2022-12-12_16-27-05-140907.csv
1670855238.004431,1252458.000,6107,4,EM,1,100,PS
1670855238.056286,1252508.250,6141,4,EM,1,100,RS
1670855238.108141,1252558.500,6141,4,EM,1,100,RB
1670855238.159996,1252608.750,6141,4,EM,1,100,2022-12-12_16-27-05-140907.csv
1670855238.211851,1252659.000,6141,4,EM,1,100,PS
1670855238.280217,1252725.250,6177,4,EM,1,100,RS
1670855238.348583,1252791.500,6177,4,EM,1,100,RB
1670855238.416950,1252857.750,6177,4,EM,1,100,2022-12-12_16-27-05-140907.csv
1670855238.485316,1252924.000,6177,4,EM,1,100,PS
1670855238.537171,1252974.250,6210,4,EM,1,100,RS
1670855238.589026,1253024.500,6210,4,EM,1,100,RB
1670855238.640881,1253074.750,6210,4,EM,1,100,2022-12-12_16-27-05-140907.csv
1670855238.692736,1253125.000,6210,4,EM,1,100,PS
1670855238.744591,1253175.250,6246,4,EM,1,100,RS
1670855238.796446,1253225.500,6246,4,EM,1,100,RB
1670855238.848301,1253275.750,6246,4,EM,1,100,2022-12-12_16-27-05-140907.csv
1670855238.900156,1253326.000,6246,4,EM,1,100,PS
1670855238.952011,1253376.250,6277,4,EM,1,100,RS
1670855239.003866,1253426.500,6277,4,EM,1,100,RB
1670855239.055721,1253476.750,6277,4,EM,1,100,2022-12-12_16-27-05-140907.csv
1670855239.107576,1253527.000,6277,4,EM,1,100,PS
1670855239.159431,1253577.250,6314,4,EM,1,100,RS
1670855239.211286,1253627.500,6314,4,EM,1,100,RB
