LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,MZ
1670854073.596130,124265.000,18549,3,MZ,1,100,88
1670854073.636041,124303.667,18567,3,MZ,1,100,88
1670854073.675951,124342.333,18567,3,MZ,1,100,87
1670854073.715862,124381.000,18567,3,MZ,1,100,89
1670854073.756633,124420.500,18582,2,MZ,1,100,88
1670854073.797404,124460.000,18582,2,MZ,1,100,87
1670854073.838002,124499.333,18599,3,MZ,1,100,87
1670854073.878601,124538.667,18599,3,MZ,1,100,87
1670854073.919200,124578.000,18599,3,MZ,1,100,88
1670854073.958938,124616.500,18616,2,MZ,1,100,87
1670854073.998677,124655.000,18616,2,MZ,1,100,89
1670854074.038244,124693.333,18632,3,MZ,1,100,86
1670854074.077810,124731.667,18632,3,MZ,1,100,88
1670854074.117377,124770.000,18632,3,MZ,1,100,89
1670854074.156943,124808.333,18649,3,MZ,1,100,86
1670854074.196510,124846.667,18649,3,MZ,1,100,88
1670854074.236076,124885.000,18649,3,MZ,1,100,87
1670854074.275815,124923.500,18664,2,MZ,1,100,87
1670854074.315553,124962.000,18664,2,MZ,1,100,88
1670854074.359937,125005.000,18681,3,MZ,1,100,87
1670854074.404320,125048.000,18681,3,MZ,1,100,89
1670854074.448704,125091.000,18681,3,MZ,1,100,87
1670854074.488442,125129.500,18697,2,MZ,1,100,88
1670854074.528181,125168.000,18697,2,MZ,1,100,88
1670854074.568435,125207.000,18717,3,MZ,1,100,88
1670854074.608690,125246.000,18717,3,MZ,1,100,87
1670854074.648945,125285.000,18717,3,MZ,1,100,87
1670854074.689715,125324.500,18731,2,MZ,1,100,87
1670854074.730486,125364.000,18731,2,MZ,1,100,87
1670854074.770397,125402.667,18748,3,MZ,1,100,88
1670854074.810308,125441.333,18748,3,MZ,1,100,87
1670854074.850218,125480.000,18748,3,MZ,1,100,88
1670854074.889785,125518.333,18765,3,MZ,1,100,88
1670854074.929351,125556.667,18765,3,MZ,1,100,87
1670854074.968918,125595.000,18765,3,MZ,1,100,87
1670854075.008140,125633.000,18782,2,MZ,1,100,87
1670854075.047363,125671.000,18782,2,MZ,1,100,87
1670854075.087617,125710.000,18798,3,MZ,1,100,87
1670854075.127872,125749.000,18798,3,MZ,1,100,88
1670854075.168127,125788.000,18798,3,MZ,1,100,87
1670854075.207865,125826.500,18814,2,MZ,1,100,87
1670854075.247604,125865.000,18814,2,MZ,1,100,87
1670854075.288203,125904.333,18830,3,MZ,1,100,87
1670854075.328801,125943.667,18830,3,MZ,1,100,87
1670854075.369400,125983.000,18830,3,MZ,1,100,87
1670854075.409311,126021.667,18847,3,MZ,1,100,88
1670854075.449221,126060.333,18847,3,MZ,1,100,87
1670854075.489132,126099.000,18847,3,MZ,1,100,87
1670854075.535580,126144.000,18864,2,MZ,1,100,87
1670854075.582027,126189.000,18864,2,MZ,1,100,86
1670854075.621766,126227.500,18882,2,MZ,1,100,87
1670854075.661505,126266.000,18882,2,MZ,1,100,88
1670854075.701415,126304.667,18897,3,MZ,1,100,87
1670854075.741326,126343.333,18897,3,MZ,1,100,87
1670854075.781236,126382.000,18897,3,MZ,1,100,87
1670854075.821147,126420.667,18915,3,MZ,1,100,86
1670854075.861058,126459.333,18915,3,MZ,1,100,88
1670854075.900968,126498.000,18915,3,MZ,1,100,87
1670854075.940879,126536.667,18936,3,MZ,1,100,87
1670854075.980789,126575.333,18936,3,MZ,1,100,87
1670854076.020700,126614.000,18936,3,MZ,1,100,88
1670854076.061471,126653.500,18953,2,MZ,1,100,88
1670854076.102242,126693.000,18953,2,MZ,1,100,86
1670854076.142840,126732.333,18968,3,MZ,1,100,88
1670854076.183439,126771.667,18968,3,MZ,1,100,88
1670854076.224038,126811.000,18968,3,MZ,1,100,87
1670854076.263260,126849.000,18985,2,MZ,1,100,87
1670854076.302483,126887.000,18985,2,MZ,1,100,88
1670854076.342049,126925.333,19001,3,MZ,1,100,87
1670854076.381616,126963.667,19001,3,MZ,1,100,87
1670854076.421183,127002.000,19001,3,MZ,1,100,88
1670854076.460749,127040.333,19018,3,MZ,1,100,87
1670854076.500316,127078.667,19018,3,MZ,1,100,87
1670854076.539882,127117.000,19018,3,MZ,1,100,87
1670854076.580137,127156.000,19037,2,MZ,1,100,87
1670854076.620392,127195.000,19037,2,MZ,1,100,88
1670854076.664775,127238.000,19053,3,MZ,1,100,88
1670854076.709158,127281.000,19053,3,MZ,1,100,88
1670854076.753542,127324.000,19053,3,MZ,1,100,88
1670854076.793280,127362.500,19068,2,MZ,1,100,87
1670854076.833019,127401.000,19068,2,MZ,1,100,87
1670854076.872930,127439.667,19086,3,MZ,1,100,87
1670854076.912840,127478.333,19086,3,MZ,1,100,88
1670854076.952751,127517.000,19086,3,MZ,1,100,88
1670854076.991973,127555.000,19102,3,MZ,1,100,86
1670854077.031196,127593.000,19102,3,MZ,1,100,87
1670854077.070418,127631.000,19102,3,MZ,1,100,88
1670854077.110673,127670.000,19119,2,MZ,1,100,88
1670854077.150928,127709.000,19119,2,MZ,1,100,88
1670854077.190838,127747.667,19134,3,MZ,1,100,87
1670854077.230749,127786.333,19134,3,MZ,1,100,87
1670854077.270659,127825.000,19134,3,MZ,1,100,87
1670854077.310570,127863.667,19151,3,MZ,1,100,87
1670854077.350481,127902.333,19151,3,MZ,1,100,88
1670854077.390391,127941.000,19151,3,MZ,1,100,88
1670854077.429614,127979.000,19167,2,MZ,1,100,87
1670854077.468836,128017.000,19167,2,MZ,1,100,88
1670854077.508747,128055.667,19185,3,MZ,1,100,87
1670854077.548657,128094.333,19185,3,MZ,1,100,88
1670854077.588568,128133.000,19185,3,MZ,1,100,88
1670854077.627791,128171.000,19203,3,MZ,1,100,86
1670854077.667013,128209.000,19203,3,MZ,1,100,88
1670854077.706236,128247.000,19203,3,MZ,1,100,88
1670854077.746490,128286.000,19218,2,MZ,1,100,87
1670854077.786745,128325.000,19218,2,MZ,1,100,88
1670854077.833193,128370.000,19235,2,MZ,1,100,88
1670854077.879640,128415.000,19235,2,MZ,1,100,87
1670854077.919207,128453.333,19252,3,MZ,1,100,86
1670854077.958774,128491.667,19252,3,MZ,1,100,87
1670854077.998340,128530.000,19252,3,MZ,1,100,87
1670854078.038251,128568.667,19268,3,MZ,1,100,88
1670854078.078161,128607.333,19268,3,MZ,1,100,87
1670854078.118072,128646.000,19268,3,MZ,1,100,88
1670854078.157983,128684.667,19286,3,MZ,1,100,87
1670854078.197893,128723.333,19286,3,MZ,1,100,87
1670854078.237804,128762.000,19286,3,MZ,1,100,87
1670854078.278059,128801.000,19300,2,MZ,1,100,87
1670854078.318313,128840.000,19300,2,MZ,1,100,88
1670854078.358224,128878.667,19317,3,MZ,1,100,88
1670854078.398134,128917.333,19317,3,MZ,1,100,86
1670854078.438045,128956.000,19317,3,MZ,1,100,88
1670854078.476235,128993.000,19333,2,MZ,1,100,88
1670854078.514426,129030.000,19333,2,MZ,1,100,88
1670854078.554336,129068.667,19353,3,MZ,1,100,88
1670854078.594247,129107.333,19353,3,MZ,1,100,86
1670854078.634157,129146.000,19353,3,MZ,1,100,87
1670854078.674412,129185.000,19368,2,MZ,1,100,88
1670854078.714667,129224.000,19368,2,MZ,1,100,87
1670854078.754577,129262.667,19384,3,MZ,1,100,88
1670854078.794488,129301.333,19384,3,MZ,1,100,88
1670854078.834399,129340.000,19384,3,MZ,1,100,87
1670854078.874309,129378.667,19401,3,MZ,1,100,88
1670854078.914220,129417.333,19401,3,MZ,1,100,87
1670854078.954131,129456.000,19401,3,MZ,1,100,88
1670854079.000578,129501.000,19418,2,MZ,1,100,88
1670854079.047026,129546.000,19418,2,MZ,1,100,87
1670854079.086592,129584.333,19434,3,MZ,1,100,88
1670854079.126159,129622.667,19434,3,MZ,1,100,86
1670854079.165726,129661.000,19434,3,MZ,1,100,87
1670854079.207012,129701.000,19450,2,MZ,1,100,88
1670854079.248299,129741.000,19450,2,MZ,1,100,87
1670854079.288554,129780.000,19466,3,MZ,1,100,88
1670854079.328809,129819.000,19466,3,MZ,1,100,87
1670854079.369063,129858.000,19466,3,MZ,1,100,88
1670854079.408974,129896.667,19483,3,MZ,1,100,88
1670854079.448884,129935.333,19483,3,MZ,1,100,87
1670854079.488795,129974.000,19483,3,MZ,1,100,87
1670854079.528018,130012.000,19500,2,MZ,1,100,87
1670854079.567240,130050.000,19500,2,MZ,1,100,86
1670854079.607495,130089.000,19519,3,MZ,1,100,87
1670854079.647750,130128.000,19519,3,MZ,1,100,87
1670854079.688004,130167.000,19519,3,MZ,1,100,88
1670854079.727743,130205.500,19533,2,MZ,1,100,87
1670854079.767481,130244.000,19533,2,MZ,1,100,88
1670854079.807392,130282.667,19551,3,MZ,1,100,88
1670854079.847303,130321.333,19551,3,MZ,1,100,87
1670854079.887213,130360.000,19551,3,MZ,1,100,87
1670854079.926436,130398.000,19567,3,MZ,1,100,88
1670854079.965658,130436.000,19567,3,MZ,1,100,88
1670854080.004881,130474.000,19567,3,MZ,1,100,88
1670854080.045135,130513.000,19584,2,MZ,1,100,88
1670854080.085390,130552.000,19584,2,MZ,1,100,87
1670854080.129773,130595.000,19601,3,MZ,1,100,87
1670854080.174157,130638.000,19601,3,MZ,1,100,86
1670854080.218540,130681.000,19601,3,MZ,1,100,87
1670854080.258279,130719.500,19616,2,MZ,1,100,88
1670854080.298017,130758.000,19616,2,MZ,1,100,89
1670854080.337928,130796.667,19632,3,MZ,1,100,88
1670854080.377839,130835.333,19632,3,MZ,1,100,87
1670854080.417749,130874.000,19632,3,MZ,1,100,87
1670854080.457660,130912.667,19649,3,MZ,1,100,87
1670854080.497571,130951.333,19649,3,MZ,1,100,88
1670854080.537481,130990.000,19649,3,MZ,1,100,88
1670854080.576704,131028.000,19668,2,MZ,1,100,88
1670854080.615926,131066.000,19668,2,MZ,1,100,88
1670854080.656869,131105.667,19683,3,MZ,1,100,86
1670854080.697812,131145.333,19683,3,MZ,1,100,87
1670854080.738755,131185.000,19683,3,MZ,1,100,86
1670854080.777977,131223.000,19699,2,MZ,1,100,88
1670854080.817199,131261.000,19699,2,MZ,1,100,89
1670854080.857110,131299.667,19717,3,MZ,1,100,87
1670854080.897021,131338.333,19717,3,MZ,1,100,87
1670854080.936931,131377.000,19717,3,MZ,1,100,89
1670854080.976842,131415.667,19733,3,MZ,1,100,88
1670854081.016752,131454.333,19733,3,MZ,1,100,88
1670854081.056663,131493.000,19733,3,MZ,1,100,88
1670854081.096918,131532.000,19750,2,MZ,1,100,88
1670854081.137172,131571.000,19750,2,MZ,1,100,88
1670854081.180008,131612.500,19772,4,MZ,1,100,88
1670854081.222843,131654.000,19772,4,MZ,1,100,88
1670854081.265678,131695.500,19772,4,MZ,1,100,86
1670854081.308513,131737.000,19772,4,MZ,1,100,88
1670854081.348423,131775.667,19789,3,MZ,1,100,89
1670854081.388334,131814.333,19789,3,MZ,1,100,87
1670854081.428245,131853.000,19789,3,MZ,1,100,88
1670854081.469532,131893.000,19803,2,MZ,1,100,88
1670854081.510818,131933.000,19803,2,MZ,1,100,88
1670854081.551073,131972.000,19823,3,MZ,1,100,87
1670854081.591328,132011.000,19823,3,MZ,1,100,87
1670854081.631582,132050.000,19823,3,MZ,1,100,88
1670854081.671493,132088.667,19839,3,MZ,1,100,88
1670854081.711404,132127.333,19839,3,MZ,1,100,88
1670854081.751314,132166.000,19839,3,MZ,1,100,87
1670854081.790537,132204.000,19856,2,MZ,1,100,87
1670854081.829759,132242.000,19856,2,MZ,1,100,88
1670854081.870014,132281.000,19873,3,MZ,1,100,87
1670854081.910269,132320.000,19873,3,MZ,1,100,88
1670854081.950523,132359.000,19873,3,MZ,1,100,87
1670854081.989746,132397.000,19888,2,MZ,1,100,87
1670854082.028968,132435.000,19888,2,MZ,1,100,89
1670854082.069223,132474.000,19904,3,MZ,1,100,87
1670854082.109478,132513.000,19904,3,MZ,1,100,88
1670854082.149732,132552.000,19904,3,MZ,1,100,88
1670854082.189987,132591.000,19922,3,MZ,1,100,88
1670854082.230242,132630.000,19922,3,MZ,1,100,88
1670854082.270496,132669.000,19922,3,MZ,1,100,88
1670854082.310751,132708.000,19938,2,MZ,1,100,87
1670854082.351006,132747.000,19938,2,MZ,1,100,86
1670854082.397969,132792.500,19953,2,MZ,1,100,87
1670854082.444933,132838.000,19953,2,MZ,1,100,88
1670854082.484844,132876.667,19970,3,MZ,1,100,87
1670854082.524755,132915.333,19970,3,MZ,1,100,86
1670854082.564665,132954.000,19970,3,MZ,1,100,88
1670854082.604232,132992.333,19989,3,MZ,1,100,88
1670854082.643798,133030.667,19989,3,MZ,1,100,87
1670854082.683365,133069.000,19989,3,MZ,1,100,87
1670854082.723104,133107.500,20005,2,MZ,1,100,87
1670854082.762842,133146.000,20005,2,MZ,1,100,88
1670854082.803097,133185.000,20023,3,MZ,1,100,88
1670854082.843351,133224.000,20023,3,MZ,1,100,88
1670854082.883606,133263.000,20023,3,MZ,1,100,88
1670854082.923345,133301.500,20037,2,MZ,1,100,87
1670854082.963083,133340.000,20037,2,MZ,1,100,88
1670854083.003338,133379.000,20054,3,MZ,1,100,88
1670854083.043593,133418.000,20054,3,MZ,1,100,87
1670854083.083847,133457.000,20054,3,MZ,1,100,87
1670854083.123758,133495.667,20070,3,MZ,1,100,87
1670854083.163669,133534.333,20070,3,MZ,1,100,87
1670854083.203579,133573.000,20070,3,MZ,1,100,87
1670854083.243318,133611.500,20088,2,MZ,1,100,88
1670854083.283056,133650.000,20088,2,MZ,1,100,86
1670854083.322623,133688.333,20103,3,MZ,1,100,88
1670854083.362190,133726.667,20103,3,MZ,1,100,86
1670854083.401756,133765.000,20103,3,MZ,1,100,88
1670854083.440979,133803.000,20119,2,MZ,1,100,88
1670854083.480201,133841.000,20119,2,MZ,1,100,88
1670854083.524240,133883.667,20138,3,MZ,1,100,88
1670854083.568280,133926.333,20138,3,MZ,1,100,88
1670854083.612319,133969.000,20138,3,MZ,1,100,88
1670854083.652230,134007.667,20155,3,MZ,1,100,88
1670854083.692140,134046.333,20155,3,MZ,1,100,88
1670854083.732051,134085.000,20155,3,MZ,1,100,88
1670854083.773338,134125.000,20171,2,MZ,1,100,88
1670854083.814625,134165.000,20171,2,MZ,1,100,88
1670854083.854879,134204.000,20187,3,MZ,1,100,88
1670854083.895134,134243.000,20187,3,MZ,1,100,87
1670854083.935389,134282.000,20187,3,MZ,1,100,88
1670854083.975127,134320.500,20203,2,MZ,1,100,88
1670854084.014866,134359.000,20203,2,MZ,1,100,89
1670854084.054088,134397.000,20220,3,MZ,1,100,87
1670854084.093311,134435.000,20220,3,MZ,1,100,88
1670854084.132533,134473.000,20220,3,MZ,1,100,88
1670854084.172100,134511.333,20237,3,MZ,1,100,87
1670854084.211666,134549.667,20237,3,MZ,1,100,87
1670854084.251233,134588.000,20237,3,MZ,1,100,86
1670854084.291487,134627.000,20254,2,MZ,1,100,87
1670854084.331742,134666.000,20254,2,MZ,1,100,88
1670854084.372685,134705.667,20268,3,MZ,1,100,86
1670854084.413628,134745.333,20268,3,MZ,1,100,88
1670854084.454571,134785.000,20268,3,MZ,1,100,87
1670854084.494825,134824.000,20286,2,MZ,1,100,87
1670854084.535080,134863.000,20286,2,MZ,1,100,87
1670854084.574991,134901.667,20304,3,MZ,1,100,87
1670854084.614901,134940.333,20304,3,MZ,1,100,87
1670854084.654812,134979.000,20304,3,MZ,1,100,87
1670854084.701259,135024.000,20321,2,MZ,1,100,88
1670854084.747707,135069.000,20321,2,MZ,1,100,88
1670854084.787274,135107.333,20336,3,MZ,1,100,88
1670854084.826840,135145.667,20336,3,MZ,1,100,87
1670854084.866407,135184.000,20336,3,MZ,1,100,87
1670854084.906145,135222.500,20353,2,MZ,1,100,88
1670854084.945884,135261.000,20353,2,MZ,1,100,88
1670854084.985795,135299.667,20369,3,MZ,1,100,88
1670854085.025705,135338.333,20369,3,MZ,1,100,88
1670854085.065616,135377.000,20369,3,MZ,1,100,88
1670854085.105182,135415.333,20386,3,MZ,1,100,85
1670854085.144749,135453.667,20386,3,MZ,1,100,89
1670854085.184316,135492.000,20386,3,MZ,1,100,87
1670854085.225086,135531.500,20403,2,MZ,1,100,88
1670854085.265857,135571.000,20403,2,MZ,1,100,88
1670854085.306112,135610.000,20418,3,MZ,1,100,88
1670854085.346366,135649.000,20418,3,MZ,1,100,88
1670854085.386621,135688.000,20418,3,MZ,1,100,88
1670854085.426360,135726.500,20434,2,MZ,1,100,88
1670854085.466098,135765.000,20434,2,MZ,1,100,88
1670854085.505665,135803.333,20452,3,MZ,1,100,88
1670854085.545231,135841.667,20452,3,MZ,1,100,86
1670854085.584798,135880.000,20452,3,MZ,1,100,86
1670854085.624365,135918.333,20470,3,MZ,1,100,87
1670854085.663931,135956.667,20470,3,MZ,1,100,87
1670854085.703498,135995.000,20470,3,MZ,1,100,88
1670854085.743752,136034.000,20487,2,MZ,1,100,88
1670854085.784007,136073.000,20487,2,MZ,1,100,88
1670854085.830971,136118.500,20502,2,MZ,1,100,88
1670854085.877934,136164.000,20502,2,MZ,1,100,88
1670854085.917845,136202.667,20519,3,MZ,1,100,88
1670854085.957756,136241.333,20519,3,MZ,1,100,88
1670854085.997666,136280.000,20519,3,MZ,1,100,88
1670854086.037577,136318.667,20535,3,MZ,1,100,88
1670854086.077488,136357.333,20535,3,MZ,1,100,88
1670854086.117398,136396.000,20535,3,MZ,1,100,88
1670854086.156277,136433.667,20553,3,MZ,1,100,86
1670854086.195155,136471.333,20553,3,MZ,1,100,89
1670854086.234034,136509.000,20553,3,MZ,1,100,87
1670854086.274288,136548.000,20568,2,MZ,1,100,88
1670854086.314543,136587.000,20568,2,MZ,1,100,89
1670854086.354454,136625.667,20584,3,MZ,1,100,88
1670854086.394364,136664.333,20584,3,MZ,1,100,88
1670854086.434275,136703.000,20584,3,MZ,1,100,88
1670854086.474185,136741.667,20606,3,MZ,1,100,89
1670854086.514096,136780.333,20606,3,MZ,1,100,87
1670854086.554007,136819.000,20606,3,MZ,1,100,88
1670854086.593745,136857.500,20625,2,MZ,1,100,87
1670854086.633484,136896.000,20625,2,MZ,1,100,88
1670854086.673394,136934.667,20641,3,MZ,1,100,86
1670854086.713305,136973.333,20641,3,MZ,1,100,87
1670854086.753216,137012.000,20641,3,MZ,1,100,88
1670854086.792438,137050.000,20656,2,MZ,1,100,88
1670854086.831661,137088.000,20656,2,MZ,1,100,88
1670854086.871571,137126.667,20673,3,MZ,1,100,87
1670854086.911482,137165.333,20673,3,MZ,1,100,87
1670854086.951393,137204.000,20673,3,MZ,1,100,88
1670854086.997840,137249.000,20690,2,MZ,1,100,88
1670854087.044288,137294.000,20690,2,MZ,1,100,88
1670854087.084198,137332.667,20706,3,MZ,1,100,87
1670854087.124109,137371.333,20706,3,MZ,1,100,87
1670854087.164020,137410.000,20706,3,MZ,1,100,88
1670854087.203930,137448.667,20724,3,MZ,1,100,88
1670854087.243841,137487.333,20724,3,MZ,1,100,87
1670854087.283752,137526.000,20724,3,MZ,1,100,88
1670854087.324006,137565.000,20738,2,MZ,1,100,88
1670854087.364261,137604.000,20738,2,MZ,1,100,88
1670854087.403828,137642.333,20755,3,MZ,1,100,88
1670854087.443394,137680.667,20755,3,MZ,1,100,87
1670854087.482961,137719.000,20755,3,MZ,1,100,87
1670854087.522699,137757.500,20772,2,MZ,1,100,88
1670854087.562438,137796.000,20772,2,MZ,1,100,88
1670854087.601660,137834.000,20791,3,MZ,1,100,88
1670854087.640883,137872.000,20791,3,MZ,1,100,87
1670854087.680105,137910.000,20791,3,MZ,1,100,88
1670854087.720360,137949.000,20806,3,MZ,1,100,88
1670854087.760615,137988.000,20806,3,MZ,1,100,87
1670854087.800869,138027.000,20806,3,MZ,1,100,88
1670854087.840608,138065.500,20823,2,MZ,1,100,86
1670854087.880347,138104.000,20823,2,MZ,1,100,88
1670854087.920257,138142.667,20839,3,MZ,1,100,88
1670854087.960168,138181.333,20839,3,MZ,1,100,88
1670854088.000078,138220.000,20839,3,MZ,1,100,88
1670854088.039817,138258.500,20856,2,MZ,1,100,87
1670854088.079556,138297.000,20856,2,MZ,1,100,88
1670854088.123939,138340.000,20873,3,MZ,1,100,87
1670854088.168322,138383.000,20873,3,MZ,1,100,87
1670854088.212706,138426.000,20873,3,MZ,1,100,88
1670854088.251928,138464.000,20888,2,MZ,1,100,87
1670854088.291151,138502.000,20888,2,MZ,1,100,86
1670854088.332093,138541.667,20904,3,MZ,1,100,87
1670854088.373036,138581.333,20904,3,MZ,1,100,88
1670854088.413979,138621.000,20904,3,MZ,1,100,86
1670854088.453546,138659.333,20921,3,MZ,1,100,88
1670854088.493112,138697.667,20921,3,MZ,1,100,88
1670854088.532679,138736.000,20921,3,MZ,1,100,88
1670854088.572417,138774.500,20940,2,MZ,1,100,88
1670854088.612156,138813.000,20940,2,MZ,1,100,88
1670854088.652411,138852.000,20957,3,MZ,1,100,88
1670854088.692665,138891.000,20957,3,MZ,1,100,88
1670854088.732920,138930.000,20957,3,MZ,1,100,88
1670854088.772659,138968.500,20971,2,MZ,1,100,87
1670854088.812397,139007.000,20971,2,MZ,1,100,88
1670854088.852308,139045.667,20989,3,MZ,1,100,88
1670854088.892218,139084.333,20989,3,MZ,1,100,87
1670854088.932129,139123.000,20989,3,MZ,1,100,86
1670854088.972040,139161.667,21005,3,MZ,1,100,88
1670854089.011950,139200.333,21005,3,MZ,1,100,87
1670854089.051861,139239.000,21005,3,MZ,1,100,88
1670854089.091083,139277.000,21022,2,MZ,1,100,87
1670854089.130306,139315.000,21022,2,MZ,1,100,87
1670854089.170044,139353.500,21038,2,MZ,1,100,87
1670854089.209783,139392.000,21038,2,MZ,1,100,88
1670854089.254510,139435.333,21054,3,MZ,1,100,88
1670854089.299238,139478.667,21054,3,MZ,1,100,87
1670854089.343965,139522.000,21054,3,MZ,1,100,88
1670854089.383876,139560.667,21070,3,MZ,1,100,86
1670854089.423786,139599.333,21070,3,MZ,1,100,88
1670854089.463697,139638.000,21070,3,MZ,1,100,87
1670854089.502920,139676.000,21088,2,MZ,1,100,88
1670854089.542142,139714.000,21088,2,MZ,1,100,87
1670854089.582397,139753.000,21106,3,MZ,1,100,88
1670854089.622652,139792.000,21106,3,MZ,1,100,88
1670854089.662906,139831.000,21106,3,MZ,1,100,88
1670854089.702473,139869.333,21121,3,MZ,1,100,88
1670854089.742039,139907.667,21121,3,MZ,1,100,88
1670854089.781606,139946.000,21121,3,MZ,1,100,87
1670854089.822376,139985.500,21138,2,MZ,1,100,87
1670854089.863147,140025.000,21138,2,MZ,1,100,86
1670854089.903058,140063.667,21155,3,MZ,1,100,87
1670854089.942969,140102.333,21155,3,MZ,1,100,87
1670854089.982879,140141.000,21155,3,MZ,1,100,88
1670854090.023134,140180.000,21171,2,MZ,1,100,86
1670854090.063389,140219.000,21171,2,MZ,1,100,88
1670854090.103299,140257.667,21189,3,MZ,1,100,88
1670854090.143210,140296.333,21189,3,MZ,1,100,87
1670854090.183120,140335.000,21189,3,MZ,1,100,87
1670854090.223031,140373.667,21203,3,MZ,1,100,86
1670854090.262942,140412.333,21203,3,MZ,1,100,88
1670854090.302852,140451.000,21203,3,MZ,1,100,87
