LslMarkerSourceTimestamp,LslLocalTimestamp,LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,LR,LM,LC,LD,
637384.798303,637384.798280,1673971881.599089,3592688,63586,8,LM,1,100,637384.7512970,637384.7512921,637384.7585781,sync_event,
637385.395835,637385.395813,1673971882.196605,3593267,63678,8,LM,1,100,637385.2519696,637385.2519647,637385.3206095,sync_event,
637385.930415,637385.930393,1673971882.731169,3593785,63763,8,LM,1,100,637385.7525319,637385.7525270,637385.7760018,sync_event,
637386.316386,637386.316363,1673971883.117129,3594159,63833,8,LM,1,100,637386.2532034,637386.2531985,637386.2725326,sync_event,
637386.846838,637386.846815,1673971883.647566,3594673,63918,8,LM,1,100,637386.7533240,637386.7533358,637386.7726303,sync_event,
637387.312273,637387.312251,1673971884.112988,3595124,63990,8,LM,1,100,637387.2541275,637387.2541393,637387.2726221,sync_event,
637387.824149,637387.824126,1673971884.624849,3595620,64074,8,LM,1,100,637387.7550547,637387.7550665,637387.7724255,sync_event,
637388.339121,637388.339098,1673971885.139806,3596119,64160,8,LM,1,100,637388.2560133,637388.2560251,637388.2724718,sync_event,
637388.793204,637388.793181,1673971885.593877,3596559,64231,8,LM,1,100,637388.7568900,637388.7569072,637388.7735535,sync_event,
637389.406216,637389.406194,1673971886.206872,3597153,64333,8,LM,1,100,637389.2571723,637389.2571895,637389.2880772,sync_event,
637389.925316,637389.925293,1673971886.725957,3597656,64418,8,LM,1,100,637389.7581138,637389.7581310,637389.7726520,sync_event,
637390.304063,637390.304040,1673971887.104692,3598023,64461,8,LM,1,100,637390.2590810,637390.2590982,637390.2726505,sync_event,
637390.803554,637390.803532,1673971887.604170,3598507,64547,8,LM,1,100,637390.7598348,637390.7598514,637390.7726084,sync_event,
637391.321622,637391.321599,1673971888.122223,3599009,64633,8,LM,1,100,637391.2605471,637391.2605637,637391.2726718,sync_event,
637391.843818,637391.843795,1673971888.644404,3599515,64719,8,LM,1,100,637391.7611205,637391.7611371,637391.7725388,sync_event,
637392.366014,637392.365991,1673971889.166585,3600021,64806,8,LM,1,100,637392.2620600,637392.2620766,637392.2724380,sync_event,
