LslMarkerSourceTimestamp,LslLocalTimestamp,LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,EA
637428.809292,637428.809269,1673971925.608828,3635334.000,5230,1,EA,1,100,0.030319
637428.875857,637428.875834,1673971925.675390,3635398.500,5250,2,EA,1,100,0.030319
637428.942421,637428.942398,1673971925.741953,3635463.000,5250,2,EA,1,100,0.030319
637429.008470,637429.008447,1673971925.807999,3635527.000,5267,1,EA,1,100,0.030319
637429.075550,637429.075527,1673971925.875078,3635592.000,5283,2,EA,1,100,0.030319
637429.142631,637429.142607,1673971925.942157,3635657.000,5283,2,EA,1,100,0.030319
637429.209195,637429.209172,1673971926.008719,3635721.500,5301,2,EA,1,100,0.030319
637429.275760,637429.275736,1673971926.075282,3635786.000,5301,2,EA,1,100,0.030319
637429.340776,637429.340753,1673971926.140296,3635849.000,5320,1,EA,1,100,0.030319
637429.406309,637429.406285,1673971926.205827,3635912.500,5335,2,EA,1,100,0.030319
637429.471841,637429.471818,1673971926.271358,3635976.000,5335,2,EA,1,100,0.030319
637429.538922,637429.538898,1673971926.338436,3636041.000,5352,1,EA,1,100,0.030319
637429.606518,637429.606495,1673971926.406031,3636106.500,5369,2,EA,1,100,0.030319
637429.674115,637429.674091,1673971926.473625,3636172.000,5369,2,EA,1,100,0.030319
637429.740163,637429.740140,1673971926.539672,3636236.000,5385,1,EA,1,100,0.030319
637429.806728,637429.806704,1673971926.606235,3636300.500,5405,2,EA,1,100,0.030319
637429.873292,637429.873269,1673971926.672797,3636365.000,5405,2,EA,1,100,0.030319
637429.939856,637429.939833,1673971926.739360,3636429.500,5422,2,EA,1,100,0.030319
637430.006421,637430.006398,1673971926.805922,3636494.000,5422,2,EA,1,100,0.030319
637430.072469,637430.072446,1673971926.871969,3636558.000,5439,1,EA,1,100,0.030319
637430.139550,637430.139527,1673971926.939047,3636623.000,5456,2,EA,1,100,0.030319
637430.206630,637430.206607,1673971927.006126,3636688.000,5456,2,EA,1,100,0.030319
637430.270615,637430.270592,1673971927.070109,3636750.000,5476,1,EA,1,100,0.030319
637430.337179,637430.337156,1673971927.136671,3636814.500,5490,2,EA,1,100,0.030319
637430.403744,637430.403721,1673971927.203234,3636879.000,5490,2,EA,1,100,0.030319
637430.469276,637430.469253,1673971927.268764,3636942.500,5508,2,EA,1,100,0.030319
637430.534809,637430.534786,1673971927.334295,3637006.000,5508,2,EA,1,100,0.030319
637430.602921,637430.602898,1673971927.402406,3637072.000,5524,1,EA,1,100,0.030319
637430.669486,637430.669462,1673971927.468968,3637136.500,5541,2,EA,1,100,0.030319
637430.736050,637430.736027,1673971927.535531,3637201.000,5541,2,EA,1,100,0.030319
637430.802099,637430.802075,1673971927.601577,3637265.000,5560,1,EA,1,100,0.030320
637430.867631,637430.867608,1673971927.667108,3637328.500,5578,2,EA,1,100,0.030320
637430.933164,637430.933140,1673971927.732639,3637392.000,5578,2,EA,1,100,0.030320
637431.001276,637431.001253,1673971927.800749,3637458.000,5594,1,EA,1,100,0.030319
637431.068873,637431.068849,1673971927.868344,3637523.500,5611,2,EA,1,100,0.030319
637431.136469,637431.136446,1673971927.935938,3637589.000,5611,2,EA,1,100,0.030319
637431.203034,637431.203010,1673971928.002501,3637653.500,5628,2,EA,1,100,0.030319
637431.269598,637431.269575,1673971928.069063,3637718.000,5628,2,EA,1,100,0.030319
637431.335647,637431.335623,1673971928.135110,3637782.000,5648,1,EA,1,100,0.030319
637431.401695,637431.401672,1673971928.201157,3637846.000,5662,2,EA,1,100,0.030319
637431.467744,637431.467720,1673971928.267203,3637910.000,5662,2,EA,1,100,0.030319
637431.534824,637431.534801,1673971928.334282,3637975.000,5680,1,EA,1,100,0.030319
637431.601388,637431.601365,1673971928.400844,3638039.500,5696,2,EA,1,100,0.030319
637431.667953,637431.667930,1673971928.467407,3638104.000,5696,2,EA,1,100,0.030319
637431.734001,637431.733978,1673971928.533453,3638168.000,5713,1,EA,1,100,0.030319
637431.801082,637431.801059,1673971928.600532,3638233.000,5731,2,EA,1,100,0.030319
637431.868162,637431.868139,1673971928.667611,3638298.000,5731,2,EA,1,100,0.030319
637431.935243,637431.935220,1673971928.734689,3638363.000,5750,1,EA,1,100,0.030319
637432.001807,637432.001784,1673971928.801252,3638427.500,5766,2,EA,1,100,0.030319
637432.068372,637432.068349,1673971928.867815,3638492.000,5766,2,EA,1,100,0.030319
637432.134420,637432.134397,1673971928.933861,3638556.000,5784,2,EA,1,100,0.030319
637432.200469,637432.200445,1673971928.999908,3638620.000,5784,2,EA,1,100,0.030319
637432.267549,637432.267526,1673971929.066986,3638685.000,5800,1,EA,1,100,0.030319
637432.333082,637432.333058,1673971929.132517,3638748.500,5823,2,EA,1,100,0.030319
637432.398614,637432.398591,1673971929.198047,3638812.000,5823,2,EA,1,100,0.030319
637432.467759,637432.467735,1673971929.267190,3638879.000,5839,1,EA,1,100,0.030319
637432.534839,637432.534816,1673971929.334269,3638944.000,5857,2,EA,1,100,0.030319
637432.601920,637432.601896,1673971929.401347,3639009.000,5857,2,EA,1,100,0.030319
637432.668484,637432.668461,1673971929.467910,3639073.500,5873,2,EA,1,100,0.030319
