LslMarkerSourceTimestamp,LslLocalTimestamp,LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,AZ
640318.809431,640318.809422,1673974815.496760,91482.000,12769,3,AZ,1,100,0.998
640318.849160,640318.849150,1673974815.536487,91520.500,12785,2,AZ,1,100,0.998
640318.888888,640318.888879,1673974815.576215,91559.000,12785,2,AZ,1,100,1.001
640318.928789,640318.928780,1673974815.616114,91597.667,12808,3,AZ,1,100,1.003
640318.968690,640318.968680,1673974815.656014,91636.333,12808,3,AZ,1,100,1.002
640319.008590,640319.008581,1673974815.695913,91675.000,12808,3,AZ,1,100,1.001
640319.047459,640319.047450,1673974815.734781,91712.667,12824,3,AZ,1,100,1.000
640319.086328,640319.086319,1673974815.773649,91750.333,12824,3,AZ,1,100,1.002
640319.125197,640319.125187,1673974815.812516,91788.000,12824,3,AZ,1,100,1.001
640319.166473,640319.166464,1673974815.853791,91828.000,12841,2,AZ,1,100,1.000
640319.207750,640319.207740,1673974815.895067,91868.000,12841,2,AZ,1,100,1.002
640319.252466,640319.252457,1673974815.939782,91911.333,12856,3,AZ,1,100,1.001
640319.297182,640319.297173,1673974815.984497,91954.667,12856,3,AZ,1,100,1.001
640319.341899,640319.341889,1673974816.029212,91998.000,12856,3,AZ,1,100,1.000
640319.382831,640319.382822,1673974816.070143,92037.667,12876,3,AZ,1,100,1.001
640319.423764,640319.423754,1673974816.111075,92077.333,12876,3,AZ,1,100,1.000
640319.464696,640319.464687,1673974816.152006,92117.000,12876,3,AZ,1,100,1.000
640319.504425,640319.504416,1673974816.191734,92155.500,12892,2,AZ,1,100,0.999
640319.544154,640319.544144,1673974816.231461,92194.000,12892,2,AZ,1,100,1.000
640319.584054,640319.584045,1673974816.271361,92232.667,12909,3,AZ,1,100,0.999
640319.623955,640319.623946,1673974816.311260,92271.333,12909,3,AZ,1,100,1.000
640319.663856,640319.663846,1673974816.351160,92310.000,12909,3,AZ,1,100,1.000
640319.703069,640319.703059,1673974816.390371,92348.000,12928,3,AZ,1,100,1.000
640319.742281,640319.742272,1673974816.429583,92386.000,12928,3,AZ,1,100,1.001
640319.781494,640319.781485,1673974816.468795,92424.000,12928,3,AZ,1,100,1.001
640319.821395,640319.821385,1673974816.508694,92462.667,12945,3,AZ,1,100,1.002
640319.861295,640319.861286,1673974816.548594,92501.333,12945,3,AZ,1,100,1.000
640319.901196,640319.901187,1673974816.588493,92540.000,12945,3,AZ,1,100,1.004
640319.941957,640319.941947,1673974816.629252,92579.500,12959,2,AZ,1,100,1.000
640319.982717,640319.982708,1673974816.670012,92619.000,12959,2,AZ,1,100,0.999
640320.023306,640320.023297,1673974816.710599,92658.333,12977,3,AZ,1,100,1.000
640320.063895,640320.063885,1673974816.751187,92697.667,12977,3,AZ,1,100,1.002
640320.104483,640320.104474,1673974816.791774,92737.000,12977,3,AZ,1,100,1.002
640320.143696,640320.143687,1673974816.830986,92775.000,12993,2,AZ,1,100,1.000
640320.182909,640320.182899,1673974816.870198,92813.000,12993,2,AZ,1,100,1.000
640320.222809,640320.222800,1673974816.910097,92851.667,13010,3,AZ,1,100,1.001
640320.262710,640320.262701,1673974816.949996,92890.333,13010,3,AZ,1,100,1.002
640320.302611,640320.302601,1673974816.989896,92929.000,13010,3,AZ,1,100,1.001
640320.342855,640320.342846,1673974817.030139,92968.000,13025,2,AZ,1,100,1.000
640320.383100,640320.383091,1673974817.070383,93007.000,13025,2,AZ,1,100,1.000
640320.427472,640320.427463,1673974817.114754,93050.000,13042,3,AZ,1,100,1.000
640320.471845,640320.471835,1673974817.159125,93093.000,13042,3,AZ,1,100,1.000
640320.516217,640320.516208,1673974817.203496,93136.000,13042,3,AZ,1,100,0.999
640320.554914,640320.554904,1673974817.242192,93173.500,13058,2,AZ,1,100,1.001
640320.593611,640320.593601,1673974817.280887,93211.000,13058,2,AZ,1,100,1.000
640320.633511,640320.633502,1673974817.320787,93249.667,13076,3,AZ,1,100,1.000
640320.673412,640320.673402,1673974817.360686,93288.333,13076,3,AZ,1,100,0.997
640320.713313,640320.713303,1673974817.400586,93327.000,13076,3,AZ,1,100,1.001
640320.753557,640320.753548,1673974817.440829,93366.000,13094,3,AZ,1,100,0.998
640320.793802,640320.793792,1673974817.481073,93405.000,13094,3,AZ,1,100,1.002
640320.834047,640320.834037,1673974817.521316,93444.000,13094,3,AZ,1,100,1.001
640320.875323,640320.875314,1673974817.562592,93484.000,13109,2,AZ,1,100,1.001
640320.916600,640320.916590,1673974817.603867,93524.000,13109,2,AZ,1,100,1.000
640320.956500,640320.956491,1673974817.643767,93562.667,13129,3,AZ,1,100,1.003
640320.996401,640320.996392,1673974817.683666,93601.333,13129,3,AZ,1,100,1.000
640321.036302,640321.036292,1673974817.723566,93640.000,13129,3,AZ,1,100,1.000
640321.076202,640321.076193,1673974817.763465,93678.667,13146,3,AZ,1,100,1.000
640321.116103,640321.116094,1673974817.803365,93717.333,13146,3,AZ,1,100,1.001
640321.156004,640321.155994,1673974817.843264,93756.000,13146,3,AZ,1,100,1.001
640321.195216,640321.195207,1673974817.882476,93794.000,13162,2,AZ,1,100,1.002
640321.234429,640321.234420,1673974817.921687,93832.000,13162,2,AZ,1,100,1.001
640321.274674,640321.274664,1673974817.961931,93871.000,13180,3,AZ,1,100,0.998
640321.314919,640321.314909,1673974818.002174,93910.000,13180,3,AZ,1,100,1.002
640321.355163,640321.355154,1673974818.042418,93949.000,13180,3,AZ,1,100,1.002
640321.394892,640321.394882,1673974818.082145,93987.500,13194,2,AZ,1,100,1.000
640321.434621,640321.434611,1673974818.121873,94026.000,13194,2,AZ,1,100,1.000
640321.480025,640321.480015,1673974818.167276,94070.000,13211,3,AZ,1,100,0.999
640321.525429,640321.525420,1673974818.212679,94114.000,13211,3,AZ,1,100,1.001
640321.570833,640321.570824,1673974818.258081,94158.000,13211,3,AZ,1,100,1.000
640321.610562,640321.610552,1673974818.297809,94196.500,13227,2,AZ,1,100,1.001
640321.650291,640321.650281,1673974818.337537,94235.000,13227,2,AZ,1,100,1.002
640321.689847,640321.689838,1673974818.377092,94273.333,13247,3,AZ,1,100,1.001
640321.729404,640321.729395,1673974818.416648,94311.667,13247,3,AZ,1,100,1.000
640321.768961,640321.768951,1673974818.456203,94350.000,13247,3,AZ,1,100,0.999
640321.808861,640321.808852,1673974818.496103,94388.667,13262,3,AZ,1,100,1.002
640321.848762,640321.848753,1673974818.536002,94427.333,13262,3,AZ,1,100,1.002
640321.888663,640321.888653,1673974818.575902,94466.000,13262,3,AZ,1,100,1.001
640321.928391,640321.928382,1673974818.615629,94504.500,13278,2,AZ,1,100,1.000
640321.968120,640321.968111,1673974818.655357,94543.000,13278,2,AZ,1,100,1.000
640322.008021,640322.008011,1673974818.695256,94581.667,13295,3,AZ,1,100,1.000
640322.047922,640322.047912,1673974818.735156,94620.333,13295,3,AZ,1,100,1.000
640322.087822,640322.087813,1673974818.775055,94659.000,13295,3,AZ,1,100,1.001
640322.127551,640322.127541,1673974818.814783,94697.500,13312,2,AZ,1,100,1.000
640322.167280,640322.167270,1673974818.854511,94736.000,13312,2,AZ,1,100,1.000
640322.207868,640322.207859,1673974818.895098,94775.333,13328,3,AZ,1,100,1.001
640322.248457,640322.248447,1673974818.935685,94814.667,13328,3,AZ,1,100,1.001
640322.289045,640322.289036,1673974818.976273,94854.000,13328,3,AZ,1,100,1.001
640322.329806,640322.329797,1673974819.017032,94893.500,13344,2,AZ,1,100,1.000
640322.370567,640322.370557,1673974819.057792,94933.000,13344,2,AZ,1,100,1.001
640322.410123,640322.410114,1673974819.097347,94971.333,13363,3,AZ,1,100,0.999
640322.449680,640322.449671,1673974819.136903,95009.667,13363,3,AZ,1,100,1.002
640322.489237,640322.489227,1673974819.176458,95048.000,13363,3,AZ,1,100,1.002
640322.529137,640322.529128,1673974819.216358,95086.667,13380,3,AZ,1,100,1.001
640322.569038,640322.569029,1673974819.256258,95125.333,13380,3,AZ,1,100,1.002
640322.608939,640322.608929,1673974819.296157,95164.000,13380,3,AZ,1,100,1.001
640322.654343,640322.654334,1673974819.341560,95208.000,13397,2,AZ,1,100,1.002
640322.699747,640322.699738,1673974819.386963,95252.000,13397,2,AZ,1,100,1.000
640322.739992,640322.739982,1673974819.427206,95291.000,13416,3,AZ,1,100,1.002
640322.780237,640322.780227,1673974819.467450,95330.000,13416,3,AZ,1,100,1.000
640322.820481,640322.820472,1673974819.507693,95369.000,13416,3,AZ,1,100,1.000
640322.860210,640322.860200,1673974819.547421,95407.500,13430,2,AZ,1,100,1.000
640322.899939,640322.899929,1673974819.587148,95446.000,13430,2,AZ,1,100,1.001
640322.939839,640322.939830,1673974819.627048,95484.667,13448,3,AZ,1,100,0.999
640322.979740,640322.979730,1673974819.666947,95523.333,13448,3,AZ,1,100,1.002
640323.019641,640323.019631,1673974819.706847,95562.000,13448,3,AZ,1,100,1.006
640323.059541,640323.059532,1673974819.746746,95600.667,13464,3,AZ,1,100,1.003
640323.099442,640323.099432,1673974819.786646,95639.333,13464,3,AZ,1,100,0.999
640323.139343,640323.139333,1673974819.826545,95678.000,13464,3,AZ,1,100,0.997
640323.179587,640323.179578,1673974819.866789,95717.000,13481,2,AZ,1,100,0.997
640323.219832,640323.219822,1673974819.907032,95756.000,13481,2,AZ,1,100,1.003
640323.259045,640323.259035,1673974819.946244,95794.000,13496,3,AZ,1,100,1.003
640323.298258,640323.298248,1673974819.985456,95832.000,13496,3,AZ,1,100,1.000
640323.337470,640323.337461,1673974820.024667,95870.000,13496,3,AZ,1,100,1.001
640323.377371,640323.377361,1673974820.064567,95908.667,13513,3,AZ,1,100,1.000
640323.417272,640323.417262,1673974820.104466,95947.333,13513,3,AZ,1,100,0.999
640323.457172,640323.457163,1673974820.144366,95986.000,13513,3,AZ,1,100,0.999
640323.496901,640323.496891,1673974820.184093,96024.500,13529,2,AZ,1,100,1.000
640323.536630,640323.536620,1673974820.223821,96063.000,13529,2,AZ,1,100,1.001
640323.576530,640323.576521,1673974820.263720,96101.667,13546,3,AZ,1,100,0.998
640323.616431,640323.616421,1673974820.303620,96140.333,13546,3,AZ,1,100,0.999
640323.656332,640323.656322,1673974820.343519,96179.000,13546,3,AZ,1,100,1.001
640323.696576,640323.696567,1673974820.383763,96218.000,13565,2,AZ,1,100,1.002
640323.736821,640323.736811,1673974820.424006,96257.000,13565,2,AZ,1,100,1.000
640323.783257,640323.783248,1673974820.470441,96302.000,13580,2,AZ,1,100,1.003
640323.829693,640323.829684,1673974820.516876,96347.000,13580,2,AZ,1,100,1.000
640323.869594,640323.869584,1673974820.556775,96385.667,13596,3,AZ,1,100,0.998
640323.909495,640323.909485,1673974820.596675,96424.333,13596,3,AZ,1,100,1.001
640323.949395,640323.949386,1673974820.636575,96463.000,13596,3,AZ,1,100,1.001
640323.988952,640323.988942,1673974820.676130,96501.333,13617,3,AZ,1,100,1.000
640324.028509,640324.028499,1673974820.715686,96539.667,13617,3,AZ,1,100,1.001
640324.068065,640324.068056,1673974820.755241,96578.000,13617,3,AZ,1,100,1.001
640324.107622,640324.107613,1673974820.794797,96616.333,13633,3,AZ,1,100,1.000
640324.147179,640324.147169,1673974820.834352,96654.667,13633,3,AZ,1,100,1.000
640324.186736,640324.186726,1673974820.873908,96693.000,13633,3,AZ,1,100,1.000
640324.226636,640324.226627,1673974820.913807,96731.667,13655,3,AZ,1,100,1.000
640324.266537,640324.266527,1673974820.953707,96770.333,13655,3,AZ,1,100,1.000
640324.306438,640324.306428,1673974820.993606,96809.000,13655,3,AZ,1,100,0.999
640324.346338,640324.346329,1673974821.033506,96847.667,13672,3,AZ,1,100,1.001
640324.386239,640324.386229,1673974821.073405,96886.333,13672,3,AZ,1,100,1.001
640324.426140,640324.426130,1673974821.113305,96925.000,13672,3,AZ,1,100,1.001
640324.466384,640324.466375,1673974821.153548,96964.000,13687,2,AZ,1,100,1.001
640324.506629,640324.506619,1673974821.193792,97003.000,13687,2,AZ,1,100,1.002
640324.546530,640324.546520,1673974821.233691,97041.667,13703,3,AZ,1,100,1.001
640324.586430,640324.586421,1673974821.273591,97080.333,13703,3,AZ,1,100,1.000
640324.626331,640324.626321,1673974821.313490,97119.000,13703,3,AZ,1,100,1.000
640324.665028,640324.665018,1673974821.352186,97156.500,13721,2,AZ,1,100,1.002
640324.703725,640324.703715,1673974821.390882,97194.000,13721,2,AZ,1,100,1.000
640324.743281,640324.743272,1673974821.430437,97232.333,13739,3,AZ,1,100,1.001
640324.782838,640324.782828,1673974821.469993,97270.667,13739,3,AZ,1,100,0.999
640324.822395,640324.822385,1673974821.509548,97309.000,13739,3,AZ,1,100,1.000
640324.862639,640324.862630,1673974821.549792,97348.000,13755,2,AZ,1,100,0.999
640324.902884,640324.902874,1673974821.590035,97387.000,13755,2,AZ,1,100,1.001
640324.947256,640324.947247,1673974821.634406,97430.000,13771,3,AZ,1,100,1.001
640324.991629,640324.991619,1673974821.678777,97473.000,13771,3,AZ,1,100,1.000
640325.036001,640325.035991,1673974821.723148,97516.000,13771,3,AZ,1,100,0.999
640325.075730,640325.075720,1673974821.762876,97554.500,13788,2,AZ,1,100,1.001
640325.115458,640325.115449,1673974821.802603,97593.000,13788,2,AZ,1,100,1.002
640325.155359,640325.155349,1673974821.842503,97631.667,13804,3,AZ,1,100,1.000
640325.195260,640325.195250,1673974821.882402,97670.333,13804,3,AZ,1,100,1.003
640325.235160,640325.235151,1673974821.922302,97709.000,13804,3,AZ,1,100,1.001
640325.274373,640325.274363,1673974821.961514,97747.000,13822,3,AZ,1,100,1.000
640325.313586,640325.313576,1673974822.000725,97785.000,13822,3,AZ,1,100,1.001
640325.352799,640325.352789,1673974822.039937,97823.000,13822,3,AZ,1,100,1.001
640325.394075,640325.394065,1673974822.081212,97863.000,13840,2,AZ,1,100,1.001
640325.435352,640325.435342,1673974822.122488,97903.000,13840,2,AZ,1,100,1.001
640325.475596,640325.475587,1673974822.162731,97942.000,13856,3,AZ,1,100,1.000
640325.515841,640325.515831,1673974822.202975,97981.000,13856,3,AZ,1,100,1.002
640325.556086,640325.556076,1673974822.243218,98020.000,13856,3,AZ,1,100,1.000
640325.595986,640325.595977,1673974822.283118,98058.667,13873,3,AZ,1,100,1.001
640325.635887,640325.635877,1673974822.323017,98097.333,13873,3,AZ,1,100,0.999
640325.675788,640325.675778,1673974822.362916,98136.000,13873,3,AZ,1,100,1.003
640325.715000,640325.714991,1673974822.402128,98174.000,13892,2,AZ,1,100,1.001
640325.754213,640325.754203,1673974822.441340,98212.000,13892,2,AZ,1,100,1.002
640325.794458,640325.794448,1673974822.481583,98251.000,13908,3,AZ,1,100,0.999
640325.834703,640325.834693,1673974822.521827,98290.000,13908,3,AZ,1,100,1.002
640325.874947,640325.874937,1673974822.562070,98329.000,13908,3,AZ,1,100,1.002
640325.914676,640325.914666,1673974822.601798,98367.500,13923,2,AZ,1,100,1.001
640325.954405,640325.954395,1673974822.641525,98406.000,13923,2,AZ,1,100,1.001
640325.998777,640325.998767,1673974822.685896,98449.000,13940,3,AZ,1,100,1.003
640326.043149,640326.043139,1673974822.730267,98492.000,13940,3,AZ,1,100,0.997
640326.087521,640326.087512,1673974822.774638,98535.000,13940,3,AZ,1,100,1.001
640326.127422,640326.127412,1673974822.814538,98573.667,13957,3,AZ,1,100,1.000
640326.167323,640326.167313,1673974822.854437,98612.333,13957,3,AZ,1,100,0.999
640326.207224,640326.207214,1673974822.894337,98651.000,13957,3,AZ,1,100,1.000
640326.247984,640326.247974,1673974822.935096,98690.500,13973,2,AZ,1,100,1.003
640326.288745,640326.288735,1673974822.975856,98730.000,13973,2,AZ,1,100,1.001
640326.329333,640326.329324,1673974823.016443,98769.333,13991,3,AZ,1,100,1.001
640326.369922,640326.369912,1673974823.057030,98808.667,13991,3,AZ,1,100,1.000
640326.410511,640326.410501,1673974823.097618,98848.000,13991,3,AZ,1,100,1.002
640326.450239,640326.450230,1673974823.137346,98886.500,14005,2,AZ,1,100,1.000
640326.489968,640326.489958,1673974823.177073,98925.000,14005,2,AZ,1,100,1.001
640326.529869,640326.529859,1673974823.216973,98963.667,14022,3,AZ,1,100,1.001
640326.569769,640326.569760,1673974823.256872,99002.333,14022,3,AZ,1,100,1.000
640326.609670,640326.609660,1673974823.296772,99041.000,14022,3,AZ,1,100,1.000
